country_id,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
TUR,41.24394,36.46225,300.65,0.68,0.74,2024-10-10,39,N,VIIRS,n,2.0NRT,287.27,1.56,N
TUR,41.24413,36.46517,301.74,0.68,0.74,2024-10-10,39,N,VIIRS,n,2.0NRT,287.15,2.19,N
TUR,37.89367,34.877,315.3,0.73,0.76,2024-10-10,41,N,VIIRS,n,2.0NRT,278.06,6.02,N
TUR,37.89894,34.8844,316.28,0.73,0.76,2024-10-10,41,N,VIIRS,n,2.0NRT,278.73,5.07,N
TUR,38.4276,27.21898,299.01,0.58,0.52,2024-10-10,41,N,VIIRS,n,2.0NRT,288.47,0.75,N
TUR,38.65657,30.61735,302.83,0.42,0.61,2024-10-10,41,N,VIIRS,n,2.0NRT,281.6,1.67,N
TUR,38.73736,26.94437,309.18,0.55,0.51,2024-10-10,41,N,VIIRS,n,2.0NRT,291.16,2.34,N
TUR,38.74032,26.93208,310.59,0.55,0.51,2024-10-10,41,N,VIIRS,n,2.0NRT,289.31,2.48,N
TUR,38.74644,26.94804,312.86,0.55,0.51,2024-10-10,41,N,VIIRS,n,2.0NRT,289.08,2.78,N
TUR,38.74813,26.94917,309.05,0.55,0.51,2024-10-10,41,N,VIIRS,n,2.0NRT,289.25,2.55,N
TUR,39.48306,30.04048,308.8,0.38,0.58,2024-10-10,41,N,VIIRS,n,2.0NRT,281.34,1.71,N
TUR,41.17265,32.62917,296.55,0.45,0.63,2024-10-10,41,N,VIIRS,n,2.0NRT,283.27,1.37,N
TUR,41.25742,31.4139,307.32,0.39,0.6,2024-10-10,41,N,VIIRS,n,2.0NRT,283.74,2.43,N
TUR,41.26661,31.4236,310.15,0.39,0.6,2024-10-10,41,N,VIIRS,n,2.0NRT,286.51,2.98,N
TUR,41.79726,26.70372,300.56,0.45,0.47,2024-10-10,41,N,VIIRS,n,2.0NRT,285.51,0.69,N
TUR,36.26289,33.72833,330.7,0.53,0.42,2024-10-10,1021,N,VIIRS,n,2.0NRT,301.08,3.33,D
TUR,36.72987,36.21223,333.75,0.42,0.38,2024-10-10,1021,N,VIIRS,l,2.0NRT,306.34,4.2,D
TUR,36.79001,39.38984,336.89,0.39,0.36,2024-10-10,1021,N,VIIRS,n,2.0NRT,308.9,3.04,D
TUR,36.9268,38.54788,340.35,0.38,0.36,2024-10-10,1021,N,VIIRS,n,2.0NRT,307.95,2.67,D
TUR,36.97504,38.74973,339.62,0.38,0.36,2024-10-10,1021,N,VIIRS,l,2.0NRT,314.42,3.47,D
TUR,37.08947,41.38722,337.55,0.42,0.37,2024-10-10,1021,N,VIIRS,l,2.0NRT,311.39,6.1,D
TUR,37.09635,35.57116,337.24,0.44,0.38,2024-10-10,1021,N,VIIRS,l,2.0NRT,309.09,2.08,D
TUR,37.09655,39.65257,338.95,0.39,0.36,2024-10-10,1021,N,VIIRS,l,2.0NRT,311.6,8.31,D
TUR,37.13372,36.08509,340.89,0.42,0.38,2024-10-10,1021,N,VIIRS,n,2.0NRT,306.89,3.52,D
TUR,37.18684,37.38868,336.81,0.39,0.36,2024-10-10,1021,N,VIIRS,n,2.0NRT,308.19,3.54,D
TUR,37.18877,35.13963,336.63,0.45,0.39,2024-10-10,1021,N,VIIRS,l,2.0NRT,308.9,4.51,D
TUR,37.22903,40.13427,338.05,0.39,0.36,2024-10-10,1021,N,VIIRS,n,2.0NRT,310.28,2.01,D
TUR,37.31075,36.84414,337.0,0.4,0.37,2024-10-10,1021,N,VIIRS,n,2.0NRT,309.36,2.1,D
TUR,37.37216,37.03954,341.73,0.4,0.37,2024-10-10,1021,N,VIIRS,n,2.0NRT,310.63,4.17,D
TUR,37.38643,38.82464,343.83,0.38,0.36,2024-10-10,1021,N,VIIRS,n,2.0NRT,313.5,3.54,D
TUR,37.45409,37.00867,334.92,0.4,0.37,2024-10-10,1021,N,VIIRS,l,2.0NRT,309.76,2.08,D
TUR,37.47673,38.72869,344.66,0.38,0.36,2024-10-10,1021,N,VIIRS,n,2.0NRT,311.98,6.04,D
TUR,37.48808,34.15922,347.34,0.49,0.4,2024-10-10,1021,N,VIIRS,n,2.0NRT,311.33,9.58,D
TUR,37.49356,35.73114,335.67,0.43,0.38,2024-10-10,1021,N,VIIRS,n,2.0NRT,304.52,1.74,D
TUR,37.51387,41.28205,354.6,0.42,0.37,2024-10-10,1021,N,VIIRS,n,2.0NRT,316.57,13.28,D
TUR,37.51448,41.28676,341.42,0.42,0.37,2024-10-10,1021,N,VIIRS,l,2.0NRT,312.09,3.99,D
TUR,37.5151,39.05069,350.43,0.38,0.36,2024-10-10,1021,N,VIIRS,n,2.0NRT,312.64,4.15,D
TUR,37.54821,37.02257,340.84,0.4,0.37,2024-10-10,1021,N,VIIRS,n,2.0NRT,310.01,1.82,D
TUR,37.55592,38.24891,334.74,0.38,0.36,2024-10-10,1021,N,VIIRS,l,2.0NRT,308.65,3.65,D
TUR,37.55605,36.81648,335.28,0.4,0.37,2024-10-10,1021,N,VIIRS,n,2.0NRT,306.32,2.16,D
TUR,37.56466,37.41554,335.27,0.39,0.36,2024-10-10,1021,N,VIIRS,l,2.0NRT,307.71,4.53,D
TUR,37.60355,37.4423,339.47,0.39,0.36,2024-10-10,1021,N,VIIRS,n,2.0NRT,308.57,2.88,D
TUR,37.60427,37.44665,334.52,0.39,0.36,2024-10-10,1021,N,VIIRS,n,2.0NRT,307.29,1.49,D
TUR,37.61496,40.27728,338.05,0.4,0.37,2024-10-10,1021,N,VIIRS,n,2.0NRT,307.67,2.68,D
TUR,37.6548,38.62954,335.07,0.38,0.36,2024-10-10,1021,N,VIIRS,n,2.0NRT,309.48,2.21,D
TUR,37.65744,40.45858,338.27,0.4,0.37,2024-10-10,1021,N,VIIRS,n,2.0NRT,310.75,3.84,D
TUR,37.6581,38.62875,339.62,0.38,0.36,2024-10-10,1021,N,VIIRS,n,2.0NRT,309.15,3.31,D
TUR,37.69436,40.27132,348.8,0.4,0.37,2024-10-10,1021,N,VIIRS,n,2.0NRT,317.0,16.73,D
TUR,37.70058,37.45567,330.22,0.39,0.36,2024-10-10,1021,N,VIIRS,n,2.0NRT,305.03,1.33,D
TUR,37.71106,40.51911,338.09,0.4,0.37,2024-10-10,1021,N,VIIRS,n,2.0NRT,309.94,2.06,D
TUR,37.71444,40.51839,348.85,0.4,0.37,2024-10-10,1021,N,VIIRS,n,2.0NRT,308.31,5.28,D
TUR,37.73333,38.45448,345.58,0.38,0.36,2024-10-10,1021,N,VIIRS,n,2.0NRT,310.6,4.03,D
TUR,37.75,38.74232,336.11,0.38,0.36,2024-10-10,1021,N,VIIRS,n,2.0NRT,308.16,1.48,D
TUR,37.76506,39.22773,338.94,0.39,0.36,2024-10-10,1021,N,VIIRS,n,2.0NRT,313.17,5.15,D
TUR,37.77425,38.85779,339.43,0.38,0.36,2024-10-10,1021,N,VIIRS,n,2.0NRT,310.38,3.29,D
TUR,37.78084,38.8562,334.6,0.38,0.36,2024-10-10,1021,N,VIIRS,l,2.0NRT,307.69,1.29,D
TUR,37.8008,38.14705,338.42,0.38,0.36,2024-10-10,1021,N,VIIRS,l,2.0NRT,311.95,3.95,D
TUR,37.80342,38.14191,340.89,0.39,0.36,2024-10-10,1021,N,VIIRS,n,2.0NRT,308.84,3.95,D
TUR,37.82481,40.0591,339.46,0.39,0.37,2024-10-10,1021,N,VIIRS,n,2.0NRT,306.01,2.39,D
