country_id,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
TUR,37.09537,41.4151,342.44,0.44,0.63,2024-10-08,920,N,VIIRS,n,2.0NRT,306.15,3.14,D
TUR,37.10096,41.41292,355.06,0.44,0.63,2024-10-08,920,N,VIIRS,n,2.0NRT,306.06,5.43,D
TUR,37.11822,41.68196,341.56,0.43,0.62,2024-10-08,920,N,VIIRS,n,2.0NRT,309.15,2.92,D
TUR,37.1195,41.68673,334.01,0.43,0.62,2024-10-08,920,N,VIIRS,l,2.0NRT,308.73,2.92,D
TUR,37.12006,41.68252,345.11,0.43,0.62,2024-10-08,920,N,VIIRS,n,2.0NRT,309.25,6.07,D
TUR,37.12626,41.68921,338.41,0.43,0.62,2024-10-08,920,N,VIIRS,n,2.0NRT,306.95,1.75,D
TUR,37.12754,41.69398,333.23,0.43,0.62,2024-10-08,920,N,VIIRS,l,2.0NRT,304.43,1.75,D
TUR,37.12816,41.68978,337.12,0.43,0.62,2024-10-08,920,N,VIIRS,n,2.0NRT,304.59,3.52,D
TUR,37.15728,41.66254,353.74,0.43,0.62,2024-10-08,920,N,VIIRS,n,2.0NRT,306.51,17.34,D
TUR,37.15857,41.66726,367.0,0.43,0.62,2024-10-08,920,N,VIIRS,h,2.0NRT,312.78,15.4,D
TUR,37.16407,41.66507,344.35,0.43,0.62,2024-10-08,920,N,VIIRS,n,2.0NRT,294.98,15.4,D
TUR,37.17679,38.27976,346.95,0.63,0.72,2024-10-08,920,N,VIIRS,n,2.0NRT,303.04,7.25,D
TUR,37.18254,41.71041,344.73,0.43,0.62,2024-10-08,920,N,VIIRS,n,2.0NRT,308.76,7.8,D
TUR,37.48967,38.7042,330.55,0.59,0.7,2024-10-08,920,N,VIIRS,n,2.0NRT,300.18,4.49,D
TUR,37.52298,40.42817,367.0,0.49,0.65,2024-10-08,920,N,VIIRS,h,2.0NRT,301.9,17.22,D
TUR,37.58678,37.42574,330.61,0.68,0.74,2024-10-08,920,N,VIIRS,l,2.0NRT,300.67,5.5,D
TUR,37.70734,38.74922,339.28,0.58,0.7,2024-10-08,920,N,VIIRS,n,2.0NRT,299.58,7.78,D
TUR,37.86568,38.85421,339.46,0.57,0.69,2024-10-08,920,N,VIIRS,n,2.0NRT,302.43,7.63,D
TUR,37.86804,38.85753,332.87,0.57,0.69,2024-10-08,920,N,VIIRS,l,2.0NRT,303.3,8.56,D
TUR,38.00077,40.93001,347.97,0.44,0.63,2024-10-08,920,N,VIIRS,n,2.0NRT,297.99,7.6,D
TUR,38.03622,40.3922,331.3,0.47,0.64,2024-10-08,920,N,VIIRS,n,2.0NRT,296.47,7.82,D
TUR,38.03775,40.39756,335.29,0.47,0.64,2024-10-08,920,N,VIIRS,n,2.0NRT,295.24,6.65,D
TUR,38.08292,40.93512,343.55,0.44,0.62,2024-10-08,920,N,VIIRS,n,2.0NRT,300.01,4.55,D
TUR,38.23359,37.06223,345.49,0.68,0.74,2024-10-08,920,N,VIIRS,n,2.0NRT,299.8,7.61,D
TUR,38.23359,37.06357,341.28,0.68,0.74,2024-10-08,920,N,VIIRS,n,2.0NRT,300.03,9.24,D
TUR,38.27639,37.52702,342.13,0.64,0.72,2024-10-08,920,N,VIIRS,n,2.0NRT,298.56,8.53,D
TUR,38.27966,37.52688,339.08,0.65,0.73,2024-10-08,920,N,VIIRS,n,2.0NRT,297.4,8.46,D
